data,valor
1990-01-01,0.6755
1990-02-01,0.7573
1990-03-01,0.8239
1990-04-01,0.1552
1990-05-01,0.0759
1990-06-01,0.1175
1990-07-01,0.1292
1990-08-01,0.1288
1990-09-01,0.1441
1990-10-01,0.1436
1990-11-01,0.1681
1990-12-01,0.1844
1991-01-01,0.2075
1991-02-01,0.2072
1991-03-01,0.1192
1991-04-01,0.0499
1991-05-01,0.0743
1991-06-01,0.1119
1991-07-01,0.1241
1991-08-01,0.1563
1991-09-01,0.1563
1991-10-01,0.2023
1991-11-01,0.2521
1991-12-01,0.2371
1992-01-01,0.2594
1992-02-01,0.2432
1992-03-01,0.214
1992-04-01,0.1993
1992-05-01,0.2486
1992-06-01,0.2021
1992-07-01,0.2183
1992-08-01,0.2214
1992-09-01,0.2463
1992-10-01,0.2524
1992-11-01,0.2249
1992-12-01,0.2524
1993-01-01,0.3035
1993-02-01,0.2498
1993-03-01,0.2726
1993-04-01,0.2775
1993-05-01,0.2769
1993-06-01,0.3007
1993-07-01,0.3072
1993-08-01,0.3296
1993-09-01,0.3569
1993-10-01,0.3392
1993-11-01,0.3556
1993-12-01,0.3684
1994-01-01,0.4131
1994-02-01,0.4027
1994-03-01,0.4275
1994-04-01,0.4268
1994-05-01,0.4403
1994-06-01,0.4743
1994-07-01,0.0684
1994-08-01,0.0186
1994-09-01,0.0153
1994-10-01,0.0262
1994-11-01,0.0281
1994-12-01,0.0171
1995-01-01,0.017
1995-02-01,0.0102
1995-03-01,0.0155
1995-04-01,0.0243
1995-05-01,0.0267
1995-06-01,0.0226
1995-07-01,0.0236
1995-08-01,0.0099
1995-09-01,0.0099
1995-10-01,0.0141
1995-11-01,0.0147
1995-12-01,0.0156
1996-01-01,0.0134
1996-02-01,0.0103
1996-03-01,0.0035
1996-04-01,0.0126
1996-05-01,0.0122
1996-06-01,0.0119
1996-07-01,0.0111
1996-08-01,0.0044
1996-09-01,0.0015
1996-10-01,0.003
1996-11-01,0.0032
1996-12-01,0.0047
1997-01-01,0.0118
1997-02-01,0.005
1997-03-01,0.0051
1997-04-01,0.0088
1997-05-01,0.0041
1997-06-01,0.0054
1997-07-01,0.0022
1997-08-01,-0.0002
1997-09-01,0.0006
1997-10-01,0.0023
1997-11-01,0.0017
1997-12-01,0.0043
1998-01-01,0.0071
1998-02-01,0.0046
1998-03-01,0.0034
1998-04-01,0.0024
1998-05-01,0.005
1998-06-01,0.0002
1998-07-01,-0.0012
1998-08-01,-0.0051
1998-09-01,-0.0022
1998-10-01,0.0002
1998-11-01,-0.0012
1998-12-01,0.0033
1999-01-01,0.007
1999-02-01,0.0105
1999-03-01,0.011
1999-04-01,0.0056
1999-05-01,0.003
1999-06-01,0.0019
1999-07-01,0.0109
1999-08-01,0.0056
1999-09-01,0.0031
1999-10-01,0.0119
1999-11-01,0.0095
1999-12-01,0.006
2000-01-01,0.0062
2000-02-01,0.0013
2000-03-01,0.0022
2000-04-01,0.0042
2000-05-01,0.0001
2000-06-01,0.0023
2000-07-01,0.0161
2000-08-01,0.0131
2000-09-01,0.0023
2000-10-01,0.0014
2000-11-01,0.0032
2000-12-01,0.0059
2001-01-01,0.0057
2001-02-01,0.0046
2001-03-01,0.0038
2001-04-01,0.0058
2001-05-01,0.0041
2001-06-01,0.0052
2001-07-01,0.0133
2001-08-01,0.007
2001-09-01,0.0028
2001-10-01,0.0083
2001-11-01,0.0071
2001-12-01,0.0065
2002-01-01,0.0052
2002-02-01,0.0036
2002-03-01,0.006
2002-04-01,0.008
2002-05-01,0.0021
2002-06-01,0.0042
2002-07-01,0.0119
2002-08-01,0.0065
2002-09-01,0.0072
2002-10-01,0.0131
2002-11-01,0.0302
2002-12-01,0.021
2003-01-01,0.0225
2003-02-01,0.0157
2003-03-01,0.0123
2003-04-01,0.0097
2003-05-01,0.0061
2003-06-01,-0.0015
2003-07-01,0.002
2003-08-01,0.0034
2003-09-01,0.0078
2003-10-01,0.0029
2003-11-01,0.0034
2003-12-01,0.0052
2004-01-01,0.0076
2004-02-01,0.0061
2004-03-01,0.0047
2004-04-01,0.0037
2004-05-01,0.0051
2004-06-01,0.0071
2004-07-01,0.0091
2004-08-01,0.0069
2004-09-01,0.0033
2004-10-01,0.0044
2004-11-01,0.0069
2004-12-01,0.0086
2005-01-01,0.0058
2005-02-01,0.0059
2005-03-01,0.0061
2005-04-01,0.0087
2005-05-01,0.0049
2005-06-01,-0.0002
2005-07-01,0.0025
2005-08-01,0.0017
2005-09-01,0.0035
2005-10-01,0.0075
2005-11-01,0.0055
2005-12-01,0.0036
2006-01-01,0.0059
2006-02-01,0.0041
2006-03-01,0.0043
2006-04-01,0.0021
2006-05-01,0.001
2006-06-01,-0.0021
2006-07-01,0.0019
2006-08-01,0.0005
2006-09-01,0.0021
2006-10-01,0.0033
2006-11-01,0.0031
2006-12-01,0.0048
2007-01-01,0.0044
2007-02-01,0.0044
2007-03-01,0.0037
2007-04-01,0.0025
2007-05-01,0.0028
2007-06-01,0.0028
2007-07-01,0.0024
2007-08-01,0.0047
2007-09-01,0.0018
2007-10-01,0.003
2007-11-01,0.0038
2007-12-01,0.0074
2008-01-01,0.0054
2008-02-01,0.0049
2008-03-01,0.0048
2008-04-01,0.0055
2008-05-01,0.0079
2008-06-01,0.0074
2008-07-01,0.0053
2008-08-01,0.0028
2008-09-01,0.0026
2008-10-01,0.0045
2008-11-01,0.0036
2008-12-01,0.0028
2009-01-01,0.0048
2009-02-01,0.0055
2009-03-01,0.002
2009-04-01,0.0048
2009-05-01,0.0047
2009-06-01,0.0036
2009-07-01,0.0024
2009-08-01,0.0015
2009-09-01,0.0024
2009-10-01,0.0028
2009-11-01,0.0041
2009-12-01,0.0037
2010-01-01,0.0075
2010-02-01,0.0078
2010-03-01,0.0052
2010-04-01,0.0057
2010-05-01,0.0043
2010-06-01,0
2010-07-01,0.0001
2010-08-01,0.0004
2010-09-01,0.0045
2010-10-01,0.0075
2010-11-01,0.0083
2010-12-01,0.0063
2011-01-01,0.0083
2011-02-01,0.008
2011-03-01,0.0079
2011-04-01,0.0077
2011-05-01,0.0047
2011-06-01,0.0015
2011-07-01,0.0016
2011-08-01,0.0037
2011-09-01,0.0053
2011-10-01,0.0043
2011-11-01,0.0052
2011-12-01,0.005
2012-01-01,0.0056
2012-02-01,0.0045
2012-03-01,0.0021
2012-04-01,0.0064
2012-05-01,0.0036
2012-06-01,0.0008
